attributable_A,attributable,-,-
attributive_A,attributive,-,-
atypical_A,atypical,-,-
auburn_A,auburn,-,-
audacious_A,audacious,-,-
audible_A,audible,-,-
auditory_A,auditory,-,-
august_A,august,-,-
aural_A,aural,-,-
auricular_A,auricular,-,-
auriferous_A,auriferous,-,-
auspicious_A,auspicious,-,-
austere_A,austere,-,-
authentic_A,authentic,-,-
authoritarian_A,authoritarian,-,-
authoritative_A,authoritative,-,-
autistic_A,autistic,-,-
autobiographic_A,autobiographic,-,-
autobiographical_A,autobiographical,-,-
autocratic_A,autocratic,-,-
automatic_A,automatic,-,-
autonomous_A,autonomous,-,-
autumnal_A,autumnal,-,-
auxiliary_A,auxiliary,-,-
available_A,available,-,-
avaricious_A,avaricious,-,-
average_A,average,-,-
averse_A,averse,-,-
avid_A,avid,-,-
avoidable_A,avoidable,-,-
avuncular_A,avuncular,-,-
awake_A,awake,-,-
aware_A,aware,-,-
awash_A,awash,-,-
away_A,away,-,-
awesome_A,awesome,-,-
awful_A,awful,-,-
awkward_A,awkward,-,-
awry_A,awry,-,-
axiomatic_A,axiomatic,-,-
azure_A,azure,-,-
babyish_A,babyish,-,-
bacchanal_A,bacchanal,-,-
bacchanalian_A,bacchanalian,-,-
backhand_A,backhand,-,-
backhanded_A,backhanded,-,-
backless_A,backless,-,-
backmost_A,backmost,-,-
backstair_A,backstair,-,-
backward_A,backward,-,-
backwards_A,backwards,-,-
bacterial_A,bacterial,-,-
bad_A,bad,worse,worst
baggy_A,baggy,-,-
balconied_A,balconied,-,-
bald_A,bald,balder,baldest
baleful_A,baleful,-,-
ballistic_A,ballistic,-,-
bally_A,bally,-,-
balmy_A,balmy,balmier,balmiest
banal_A,banal,-,-
bandy_A,bandy,bandier,bandiest
baneful_A,baneful,-,-
bankrupt_A,bankrupt,-,-
bantering_A,bantering,-,-
baptismal_A,baptismal,-,-
barbarian_A,barbarian,-,-
barbaric_A,barbaric,-,-
barbarous_A,barbarous,-,-
barbed_A,barbed,-,-
bardic_A,bardic,-,-
bare_A,bare,barer,barest
barebacked_A,barebacked,-,-
barefaced_A,barefaced,-,-
barefooted_A,barefooted,-,-
bareheaded_A,bareheaded,-,-
barelegged_A,barelegged,-,-
barmy_A,barmy,-,-
barometric_A,barometric,-,-
baronial_A,baronial,-,-
baroque_A,baroque,-,-
barrelled_A,barrelled,-,-
barren_A,barren,-,-
basal_A,basal,-,-
base_A,base,baser,basest
baseless_A,baseless,-,-
bashful_A,bashful,-,-
basic_A,basic,-,-
bass_A,bass,-,-
bats_A,bats,-,-
batty_A,batty,-,-
bawdy_A,bawdy,bawdier,bawdiest
bay_A,bay,-,-
beady_A,beady,-,-
bearable_A,bearable,-,-
bearded_A,bearded,-,-
beardless_A,beardless,-,-
bearish_A,bearish,-,-
beastly_A,beastly,beastlier,beastliest
beat_A,beat,-,-
beaten_A,beaten,-,-
beatific_A,beatific,-,-
beauteous_A,beauteous,-,-
beautiful_A,beautiful,-,-
becalmed_A,becalmed,-,-
becoming_A,becoming,-,-
bedaubed_A,bedaubed,-,-
bedded_A,bedded,-,-
bedecked_A,bedecked,-,-
bedewed_A,bedewed,-,-
bedimmed_A,bedimmed,-,-
bedraggled_A,bedraggled,-,-
bedridden_A,bedridden,-,-
bedroomed_A,bedroomed,-,-
beefy_A,beefy,beefier,beefiest
beery_A,beery,beerier,beeriest
befitting_A,befitting,-,-
befogged_A,befogged,-,-
beforehand_A,beforehand,-,-
beggarly_A,beggarly,-,-
begrimed_A,begrimed,-,-
behaved_A,behaved,-,-
behindhand_A,behindhand,-,-
beholden_A,beholden,-,-
bejewelled_A,bejewelled,-,-
belated_A,belated,-,-
believable_A,believable,-,-
bellicose_A,bellicose,-,-
bellied_A,bellied,-,-
belligerent_A,belligerent,-,-
beloved_A,beloved,-,-
bemused_A,bemused,-,-
beneficed_A,beneficed,-,-
beneficent_A,beneficent,-,-
beneficial_A,beneficial,-,-
benevolent_A,benevolent,-,-
benighted_A,benighted,-,-
benign_A,benign,-,-
benignant_A,benignant,-,-
bent_A,bent,-,-
benumbed_A,benumbed,-,-
berserk_A,berserk,-,-
beseeching_A,beseeching,-,-
besotted_A,besotted,-,-
bespangled_A,bespangled,-,-
bespattered_A,bespattered,-,-
bespectacled_A,bespectacled,-,-
bestial_A,bestial,-,-
bewildering_A,bewildering,-,-
bewitching_A,bewitching,-,-
biblical_A,biblical,-,-
bibulous_A,bibulous,-,-
bicameral_A,bicameral,-,-
bicentennial_A,bicentennial,-,-
biddable_A,biddable,-,-
biennial_A,biennial,-,-
bifocal_A,bifocal,-,-
bifurcate_A,bifurcate,-,-
bifurcated_A,bifurcated,-,-
big_A,big,bigger,biggest
bigamous_A,bigamous,-,-
bigoted_A,bigoted,-,-
bijou_A,bijou,-,-
bilabial_A,bilabial,-,-
bilateral_A,bilateral,-,-
bilingual_A,bilingual,-,-
bilious_A,bilious,-,-
billion_A,billion,-,-
billionth_A,billionth,-,-
billowy_A,billowy,-,-
bimetallic_A,bimetallic,-,-
binary_A,binary,-,-
binding_A,binding,-,-
binomial_A,binomial,-,-
biodegradable_A,biodegradable,-,-
biographic_A,biographic,-,-
biographical_A,biographical,-,-
biological_A,biological,-,-
bipartisan_A,bipartisan,-,-
bisexual_A,bisexual,-,-
bitchy_A,bitchy,bitchier,bitchiest
biting_A,biting,-,-
bitter_A,bitter,-,-
bituminous_A,bituminous,-,-
bizarre_A,bizarre,-,-
bizonal_A,bizonal,-,-
black_A,black,blacker,blackest
blackguardly_A,blackguardly,-,-
blackish_A,blackish,-,-
blackwater_A,blackwater,-,-
blameless_A,blameless,-,-
blameworthy_A,blameworthy,-,-
bland_A,bland,blander,blandest
blank_A,blank,-,-
blas_e_A,blas_e,-,-
blasphemous_A,blasphemous,-,-
blasted_A,blasted,-,-
blatant_A,blatant,-,-
blazing_A,blazing,-,-
bleak_A,bleak,bleaker,bleakest
bleary_A,bleary,-,-
blessed_A,blessed,-,-
blind_A,blind,-,-
blindfold_A,blindfold,-,-
blinking_A,blinking,-,-
blissful_A,blissful,-,-
blithe_A,blithe,-,-
blithering_A,blithering,-,-
blithesome_A,blithesome,-,-
bloated_A,bloated,-,-
blond_A,blond,blonder,blondest
blonde_A,blonde,-,-
bloodcurdling_A,bloodcurdling,-,-
bloodless_A,bloodless,-,-
